nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,bpr-opi-url_en,bpr-opi-url_fr,gsin-code-status_en,gsin-code-status_fr
N6730BB,"[""PV""]","PROJECTORS, MOTION PICTURE - 16MM, 35MM AND 70MM (SILENT AND    SOUND)","Projecteurs cinématographique, 16 mm et 70 mm, muets et sonores","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6730BBA,"[""PV""]","PROJECTORS, PHOTOGRAPHIC, MOTION ANALYZER","Projecteurs photographiques, analyse de mouvement","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6730BC,"[""PV""]","PROJECTORS, OVERHEAD AND OPAQUE","Rétroprojecteurs et projecteurs opaques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6740NA,"[""PV""]","PROCESSING MACHINES, PHOTOGRAPHIC - MOTION PICTURE - FILM","Développeuses automatiques, photographiques, cinématographiques, film","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6740NC,"[""PV""]","PROCESSING MACHINES, GRAPHIC ARTS, STILL PICTURE, FILM AND PAPER, B AND W AND COLOUR","Développeuses automatiques, arts graphiques, photographiques film et papier, N et B et couleur","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6740Q,"[""PV""]","ANALYSERS, COLOUR PRINTING PHOTOGRAPHIC","Analyseurs, tirage photographique couleur","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6750,"[""PV""]","Photographic Supplies","Fournitures photographiques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6750A,"[""PV""]","CHEMICALS, PHOTOGRAPHIC, ALL TYPES                              (INCLUDES CHEMICAL REJUVENATION)","Produits chimiques, photographiques, tous genres (Rejuvénation chimique)","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6750C,"[""PV""]","FILM PHOTOGRAPHIC","Film photographique","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6750CC,"[""PV""]","FILM, PHOTO ORTHO (HIGH CONTRAST - LINE FILM)","Film photographique, ortho, contraste dur, film pour composition linéaire","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6750CD,"[""PV""]","FILM, PHOTO AERIAL","Film, photographie aérienne","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6750CF,"[""PV""]","FILM, GRAPHIC ARTS (PHOTOMECHANICAL - COPY FILM - SCRIBING      MATERIALS)","Film arts graphique, photomécanique, film pour tireuse - matériaux pour traçage","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6740EE,"[""PV""]","PRINTERS, PROJECTION, PHOTOGRAPHIC (ENLARGERS) AND GRAPHIC ARTS, AUTOMATIC MACHINE PRINTING (ACCEPTS ROLL PAPER)","Tireuses, projection photographique, agrandisseurs et arts graphiques, tireuses automatiques, sauf le papier en rouleaux","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6740G,"[""PV""]","TANKS AND TRAYS, PHOTOGRAPHIC","Cuves et cuvettes, photographiques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6740J,"[""PV""]","CONTACT PRINTER (FILM AND PAPER)","Tireuse par contact, film et papier","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6740N,"[""PV""]","PROCESSING MACHINES, PHOTOGRAPHIC","Développeuses automatiques, photographiques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6750WA,"[""PV""]","PAPER, COPYING, DIRECT ELECTROSTATIC PROCESS, PHOTOGRAPHIC","Papier, tirage électrostatique direct, photographique","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760,"[""PV""]","Photographic Equipment and Accessories","Équipement photographique et accessoires","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760100,"[""PV""]","MICROFICHE JACKETS AND SUPPLIES","Pochettes et approvisionnements pour microfiche","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760A,"[""PV""]","BAGS AND CASES, PHOTOGRAPHIC","Sacs et coffrets, photographiques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760B,"[""PV""]","CABINETS, STORAGE, PHOTOGRAPHIC","Armoires de rangement, photographiques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6750DDB,"[""PV""]","FILM, PHOTOGRAPHIC, MICROFILM","Film, photo, microfilm","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6750E,"[""PV""]","PAPER, PHOTOGRAPHIC","Papier, photographique","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6750EE,"[""PV""]","PAPER, GRAPHIC ARTS","Papier, arts graphiques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760G,"[""PV""]","STANDS, AUDIO VISUAL PROJECTORS","Supports, projecteurs audio-visuels","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760K,"[""PV""]","DENSITOMETER (EXCEPT RADIOGRAPHIC)","Densitomètres, sauf pour radiographie","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6770,"[""PV""]","Film, Processed","Films traités","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6780,"[""PV""]","Photographic Sets, Kits and Outfits","Nécessaires, trousses, assortiments d'articles photographiques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6810,"[""PV""]",Chemicals,"Produits chimiques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6810AB,"[""PV""]","ACIDS (N.E.S.)",Acides,"[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6810AC,"[""PV""]",ALCOHOL,Alcool,"[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760BA,"[""PV""]","CABINETS, STORAGE, PHOTOGRAPHIC, MOTION PICTURE, REELS AND CANS","Armoires de rangement, photographiques, cinématographiques, bobines et boîtes","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760C,"[""PV""]","LENS, PHOTOGRAPHIC","Lentilles, photographiques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760CA,"[""PV""]","LENS, PHOTOGRAPHIC CAMERA, STILL PICTURE","Lentilles, appareils photographiques, photo","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760CD,"[""PV""]","LENS, AUDIO VISUAL PROJECTORS","Lentilles, projecteur audio-visuel","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760CE,"[""PV""]","LENS, ENLARGERS","Lentilles, agrandissante","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760E,"[""PV""]","LIGHTING, PHOTOGRAPHIC","Éclairage, photographique","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760EB,"[""PV""]","LIGHTING, PHOTOGRAPHIC CAMERA, STILL PICTURE (IE.FLASHES,       ELECTRONIC, PORTABLE)","Éclairage, appareils photographiques, c.-à-d. lampes éclairées électroniques, portatives","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N6760EC,"[""PV""]","LIGHTING, PHOTOGRAPHIC CAMERA, MOTION/VIDEO CAMERA, PORTABLE","Éclairage, appareils photographiques, cinématographiques, vidéo, portatif","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSMPD-D%c9SPMP%2cou%3dCCPD-DPCC%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
